CURROPER,CONTROL,DEBT_MDN,PCTFLOAN,GRAD_DEBT_MDN,PCIP11,PCIP15,PCIP14,PCIP27,CIP11BACHL,CIP15BACHL,CIP14BACHL,CIP27BACHL,PCTPELL,Clusters,clusters
1,3,12667.0,0.8678,21739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6446,0,0
1,1,9833.0,0.0,14144.0,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701,4,4
1,1,9833.0,0.0,14144.0,0.0258,0.0801,0.0,0.0,0.0,0.0,0.0,0.0,0.6352,4,4
1,2,20000.0,0.3653,23236.0,0.0074,0.0,0.0,0.0074,1.0,1.0,0.0,1.0,0.1494,1,1
1,2,3775.0,0.7679,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2,2
1,1,9833.0,0.0,14144.0,0.0,0.0478,0.0,0.0,0.0,0.0,0.0,0.0,0.5217,4,4
1,1,3500.0,0.2344,4500.0,0.0465,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.5743,4,4
1,1,15000.0,0.5549,25000.0,0.0262,0.0,0.0656,0.0096,1.0,0.0,1.0,1.0,0.3743,1,1
1,2,20500.0,0.6564,27000.0,0.0,0.0,0.0047,0.0283,0.0,0.0,1.0,1.0,0.3328,1,2
1,2,19414.5,0.7877,30083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6089,2,2
1,2,19000.0,0.8145,38359.0,0.0,0.0,0.0,0.0219,0.0,0.0,0.0,1.0,0.7429,2,2
1,2,19000.0,0.928,32000.0,0.0256,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9663,1,1
1,1,9833.0,0.0,14144.0,0.042,0.0531,0.0,0.0,0.0,0.0,0.0,0.0,0.6097,4,4
1,1,17750.0,0.6414,26000.0,0.0413,0.003,0.0,0.0087,2.0,2.0,0.0,2.0,0.4758,5,3
1,2,23687.5,0.7374,33250.0,0.0174,0.0,0.1512,0.0145,1.0,0.0,1.0,1.0,0.6453,1,1
1,2,16248.0,0.6068,30095.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4701,2,2
1,1,9833.0,0.0,14144.0,0.0138,0.0512,0.0,0.0,0.0,0.0,0.0,0.0,0.5844,4,4
1,1,11336.5,0.286,20675.0,0.0281,0.0548,0.0396,0.0062,2.0,2.0,2.0,2.0,0.2473,5,3
1,2,9833.0,0.2,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182,2,2
1,1,11247.0,0.2676,20000.0,0.0037,0.0456,0.0688,0.0074,2.0,2.0,2.0,2.0,0.2349,5,3
1,1,11750.0,0.209,19437.5,0.0109,0.0109,0.0109,0.0027,2.0,2.0,2.0,2.0,0.1834,5,3
1,2,19250.0,0.4587,25125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2791,2,2
1,1,5500.0,0.1447,5583.0,0.0918,0.0411,0.0,0.0,0.0,0.0,0.0,0.0,0.1163,4,4
1,3,9500.0,0.4152,13000.0,0.0828,0.0622,0.0,0.0,2.0,2.0,0.0,0.0,0.6598,3,0
1,1,11336.5,0.2015,20675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2092,4,4
1,3,8407.0,0.7894,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6181,0,0
0,3,6338.5,0.7408,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8264,0,0
1,3,28354.0,0.9203,42103.0,0.0683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7475,3,0
0,3,7392.0,0.6598,9522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6598,0,0
1,3,5781.0,0.7386,9046.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7843,0,0
0,2,6280.0,0.0,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
1,2,16750.0,0.6986,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7945,2,2
1,3,6069.0,0.7451,6215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4933,0,0
1,3,9475.0,0.6062,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7255,0,0
1,3,9475.0,0.5289,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7296,0,0
1,3,9475.0,0.5356,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507,0,0
1,2,17636.0,0.9569,25667.5,0.0253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8431,2,0
1,3,5491.5,0.475,5975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0,0
0,3,9500.0,0.7971,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7742,0,0
1,3,9500.0,0.6346,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6609,0,0
1,1,16250.0,0.4784,20375.0,0.0273,0.0002,0.0669,0.0111,2.0,2.0,2.0,2.0,0.3376,5,3
1,1,4750.0,0.0554,6000.0,0.0129,0.0118,0.0018,0.0029,0.0,0.0,0.0,0.0,0.5803,4,4
1,1,13500.0,0.3962,19000.0,0.0123,0.0097,0.052,0.0126,2.0,2.0,2.0,2.0,0.3265,5,3
1,3,20000.0,0.6777,50437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5308,0,0
0,3,7613.0,0.633,11789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5724,0,0
1,1,5584.0,0.1783,10500.0,0.0619,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.4644,4,4
1,3,12136.5,0.7398,21599.0,0.0717,0.13,0.0,0.0,1.0,1.0,0.0,0.0,0.8355,3,0
1,3,6514.0,0.5828,7389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291,0,0
1,1,4500.0,0.0706,8468.0,0.0462,0.0211,0.002,0.0025,0.0,0.0,0.0,0.0,0.308,4,4
1,3,6392.5,0.6947,8167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7474,0,0
1,3,6392.5,0.6753,8167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7113,0,0
1,3,6333.0,0.8816,7875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7105,0,0
1,3,10423.5,0.7927,12907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927,0,0
1,1,9833.0,0.0,14144.0,0.0096,0.0089,0.0037,0.0037,0.0,0.0,0.0,0.0,0.1975,4,4
1,2,16500.0,0.5596,26000.0,0.0,0.0,0.3665,0.0,1.0,0.0,1.0,0.0,0.2884,1,2
1,2,9833.0,0.3333,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,2,2
1,1,4474.0,0.1951,14144.0,0.0163,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.3814,4,4
1,3,11644.0,0.6248,18750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5262,0,0
0,3,9934.0,0.8631,14024.0,0.0058,0.0073,0.0,0.0,2.0,2.0,0.0,0.0,0.7791,3,0
0,3,8666.5,0.7656,11833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7182,0,0
0,3,9500.0,0.5452,12594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151,0,0
1,1,7000.0,0.242,6946.0,0.0069,0.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.3374,4,4
1,1,5065.0,0.2546,14144.0,0.0372,0.0205,0.0002,0.0,0.0,0.0,0.0,0.0,0.3726,4,4
1,3,14656.5,0.7674,25833.5,0.3253,0.3434,0.0,0.0,1.0,1.0,0.0,0.0,0.7304,3,0
1,3,14656.5,0.7983,25833.5,0.3056,0.4008,0.0,0.0,1.0,1.0,0.0,0.0,0.68,3,0
1,1,8910.0,0.2421,13250.0,0.0492,0.0,0.0011,0.0034,0.0,0.0,0.0,0.0,0.4772,4,4
1,3,16035.0,0.6593,18481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4818,0,0
1,1,9833.0,0.0,14144.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8223,4,4
1,1,15000.0,0.5571,21450.0,0.0057,0.0,0.0384,0.0041,2.0,0.0,2.0,2.0,0.3778,5,3
1,1,9833.0,0.0,14144.0,0.0366,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.2942,4,4
1,2,17000.0,0.7946,25000.0,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,2.0,0.5982,2,2
1,1,6750.0,0.2878,11373.0,0.0075,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.4733,4,4
1,3,7917.0,0.8079,7917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5497,0,0
1,3,18532.0,0.6171,35500.0,0.063,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5242,3,0
1,1,5698.0,0.1599,9500.0,0.0213,0.0086,0.0039,0.0,0.0,0.0,0.0,0.0,0.3268,4,4
1,3,8708.0,0.6147,9498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4898,0,0
1,3,8708.0,0.7193,9498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6183,0,0
1,2,19874.5,0.6478,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4547,2,2
1,3,11830.5,0.6808,12708.0,0.0,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,0.6453,0,0
1,1,4750.0,0.2366,15000.0,0.1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2559,4,4
1,3,7307.0,0.6167,7307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4667,0,0
1,3,9833.0,0.1957,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587,0,0
1,1,4500.0,0.171,14144.0,0.0289,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.2196,4,4
1,1,4927.0,0.2666,14144.0,0.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5049,4,4
1,2,13136.5,0.5183,22625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,2,2
1,3,9499.0,0.473,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0,0
1,3,14094.0,0.6294,18363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4808,0,0
1,3,20000.0,0.3922,33718.5,0.0509,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3861,3,0
1,3,6406.0,0.7555,9083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8056,0,0
1,1,5513.0,0.1244,10926.0,0.0506,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.3145,4,4
1,1,14250.0,0.4818,23000.0,0.0229,0.0353,0.0229,0.0092,2.0,2.0,2.0,2.0,0.4027,5,3
1,1,12500.0,0.6322,12820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363,4,4
1,3,9545.0,0.9474,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9605,0,0
1,2,9500.0,0.817,38125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7107,2,2
1,3,6333.0,1.0,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1,3,5500.0,0.9231,6333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9231,0,0
1,2,12000.0,0.6867,25000.0,0.0083,0.0,0.0,0.0833,1.0,0.0,0.0,1.0,0.4617,1,1
1,3,9812.0,0.6798,12619.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6629,0,0
1,3,6800.0,0.6056,7400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7746,0,0
1,1,14990.0,0.4084,21524.0,0.0057,0.0,0.0929,0.0069,2.0,2.0,2.0,2.0,0.2427,5,3
1,1,13698.5,0.7276,27954.5,0.0279,0.066,0.0,0.0051,1.0,1.0,0.0,1.0,0.6986,1,1
1,1,5250.0,0.1337,6750.0,0.0,0.0612,0.0,0.0,0.0,0.0,0.0,0.0,0.3155,4,4
1,1,13300.0,0.5289,20959.0,0.0147,0.0112,0.0348,0.004,2.0,2.0,2.0,2.0,0.4618,5,3
1,1,10043.0,0.4734,17528.0,0.0191,0.0191,0.026,0.0026,2.0,2.0,2.0,2.0,0.4559,5,3
1,1,8250.0,0.5956,15418.5,0.0,0.0826,0.0,0.0026,1.0,1.0,0.0,1.0,0.6473,1,1
1,3,9500.0,0.679,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679,0,0
1,2,11862.5,0.8846,14750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978,2,2
1,1,7698.0,0.4177,10559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6406,4,4
1,1,11864.0,0.492,21617.0,0.0125,0.0,0.0,0.0049,1.0,0.0,0.0,1.0,0.3937,1,1
1,2,10828.0,0.5745,20501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4531,2,2
1,1,9833.0,0.0,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3819,4,4
1,2,7848.0,0.5524,13350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4429,2,2
1,1,9833.0,0.0,14144.0,0.0,0.0178,0.0,0.0,0.0,0.0,0.0,0.0,0.7814,4,4
1,1,2250.0,0.0628,3197.0,0.0028,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.416,4,4
1,3,3848.5,0.9182,3888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8886,0,0
1,3,9833.0,0.6721,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5097,0,0
1,1,10500.0,0.3935,18477.0,0.0269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6033,4,4
1,1,7900.0,0.49,9350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6327,4,4
1,2,19801.5,0.5573,26250.0,0.0333,0.0,0.0321,0.0048,2.0,0.0,2.0,2.0,0.2631,5,3
1,1,10443.0,0.5985,20191.0,0.0123,0.0,0.0,0.0225,1.0,0.0,1.0,1.0,0.5296,1,1
1,2,19500.0,0.4487,24924.0,0.0191,0.0,0.0,0.0191,1.0,0.0,0.0,1.0,0.1792,1,1
1,3,4000.0,0.2877,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5616,0,0
1,2,15521.0,0.6134,16246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6471,2,2
1,2,17900.0,0.5333,22500.0,0.0,0.0,0.0385,0.0043,0.0,2.0,2.0,2.0,0.3184,5,2
1,3,9833.0,0.4865,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486,0,0
1,3,6365.0,0.5332,9855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4813,0,0
0,3,9833.0,0.0,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583,0,0
1,3,6333.0,0.619,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746,0,0
1,1,9833.0,0.0,14144.0,0.0688,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.5818,4,4
1,1,3619.0,0.0,3062.5,0.0,0.0412,0.0,0.0,0.0,0.0,0.0,0.0,0.5018,4,4
1,3,9833.0,0.5854,4786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9634,0,0
1,3,9500.0,0.3978,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129,0,0
1,1,9312.0,0.2661,11500.0,0.0467,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.6147,4,4
1,1,9833.0,0.0,14144.0,0.1232,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.2137,4,4
1,2,15000.0,0.5033,23500.0,0.0034,0.0,0.0034,0.0102,1.0,0.0,1.0,1.0,0.2702,1,1
1,1,6804.0,0.199,9250.0,0.051,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.3697,4,4
1,1,9500.0,0.4618,12750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7091,4,4
1,2,12349.5,0.4826,24000.0,0.0,0.0,0.0,0.0571,0.0,0.0,0.0,1.0,0.3906,2,2
1,1,5500.0,0.4113,9500.0,0.0111,0.2907,0.0,0.0,0.0,0.0,0.0,0.0,0.672,4,4
1,2,19000.0,0.8784,31000.0,0.0476,0.0,0.0,0.0476,1.0,0.0,0.0,1.0,0.7282,1,1
1,1,4500.0,0.0354,14144.0,0.0062,0.0432,0.0,0.0,0.0,0.0,0.0,0.0,0.396,4,4
1,1,4633.0,0.7236,8300.0,0.0358,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.5864,4,4
1,3,8456.0,0.8462,10798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7077,0,0
1,1,13727.0,0.6226,22862.5,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.5737,4,4
1,1,3500.0,0.0368,4500.0,0.0343,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.619,4,4
1,1,9833.0,0.0,14144.0,0.0347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3892,4,4
1,3,9780.0,0.6419,9833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392,0,0
1,3,6333.0,0.4924,7600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4621,0,0
1,2,8453.0,0.7115,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2,2
1,2,10000.0,0.6307,19000.0,0.0089,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5265,2,0
1,1,9000.0,0.4018,11000.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,4,4
1,1,10500.0,0.5054,17216.5,0.0088,0.0018,0.0,0.0106,2.0,2.0,0.0,2.0,0.5152,5,3
1,1,4878.5,0.2262,5500.0,0.0651,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.322,4,4
1,3,9833.0,0.0,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0,0
1,1,8240.0,0.4018,17432.0,0.0406,0.0398,0.0,0.0008,2.0,2.0,0.0,2.0,0.5053,5,3
1,3,16500.0,0.5957,34000.0,0.0675,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4242,3,0
1,3,14656.5,0.7816,25833.5,0.3058,0.2686,0.0,0.0,1.0,1.0,0.0,0.0,0.662,3,0
1,2,9833.0,0.5926,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,2,2
1,3,9200.0,0.8987,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8228,0,0
1,3,6333.0,0.809,11944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7865,0,0
1,1,7500.0,0.0111,14144.0,0.0192,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.2203,4,4
1,1,7000.0,0.0227,9500.0,0.0125,0.0025,0.0075,0.0144,0.0,0.0,0.0,0.0,0.2424,4,4
1,2,9500.0,0.5701,13240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4163,2,2
1,2,11830.0,0.5926,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,2,2
1,2,9833.0,0.5926,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,2,2
1,3,3500.0,0.6516,4166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8258,0,0
1,3,9500.0,0.534,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7065,0,0
1,2,9833.0,0.5926,14144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165,2,2
1,1,8435.0,0.0686,11407.5,0.017,0.0064,0.0019,0.0039,0.0,0.0,0.0,0.0,0.2858,4,4
0,3,9500.0,0.4936,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7023,0,0
1,1,9500.0,0.1692,15000.0,0.0504,0.059,0.0,0.0146,0.0,0.0,0.0,0.0,0.5111,4,4
1,2,31000.0,0.5106,36187.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3687,2,0
1,3,8963.0,0.3074,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6992,0,0
1,3,8150.0,0.9448,9500.0,0.1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9834,0,0
1,2,19000.0,0.5697,25000.0,0.0051,0.0,0.0,0.0057,2.0,0.0,0.0,2.0,0.2858,5,3
1,1,8243.5,0.0401,13388.0,0.0022,0.0176,0.0033,0.0016,0.0,0.0,0.0,0.0,0.3905,4,4
1,1,9833.0,0.0,14144.0,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4941,4,4
1,3,14062.5,0.6246,16772.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5461,0,0
1,2,9833.0,0.3906,14144.0,0.123,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,2,0
1,2,19688.0,0.7762,23969.0,0.0055,0.0,0.0,0.0121,1.0,0.0,1.0,1.0,0.3103,1,1
1,3,28250.0,0.6944,31000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4281,0,0
1,3,9360.0,0.7823,9392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0,0
1,3,12667.0,0.8403,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5886,0,0
